"No.","Time","Source","Destination","Protocol","Length","Info"
"2045","38.321161","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 11385; Unit:   1, Func:   6: Write Single Register"
"2046","38.321246","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5653 Ack=5665 Win=10082 Len=0"
"2047","38.351956","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 11385; Unit:   1, Func:   6: Write Single Register"
"2048","38.352010","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5665 Ack=5665 Win=10082 Len=0"
"2049","38.352199","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 61449; Unit:   1, Func:   6: Write Single Register"
"2050","38.352236","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5665 Ack=5677 Win=10082 Len=0"
"2051","38.383186","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 61449; Unit:   1, Func:   6: Write Single Register"
"2052","38.383239","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5677 Ack=5677 Win=10082 Len=0"
"2053","38.383436","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 20231; Unit:   1, Func:   6: Write Single Register"
"2054","38.383471","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5677 Ack=5689 Win=10082 Len=0"
"2055","38.398777","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans:   499; Unit:   1, Func:   3: Read Holding Registers"
"2056","38.398808","127.0.0.1","127.0.0.1","TCP","44","502  >  1615 [ACK] Seq=1814 Ack=457 Win=10210 Len=0"
"2057","38.414455","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 20231; Unit:   1, Func:   6: Write Single Register"
"2058","38.414508","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5689 Ack=5689 Win=10082 Len=0"
"2059","38.414673","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 48536; Unit:   1, Func:   6: Write Single Register"
"2060","38.414705","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5689 Ack=5701 Win=10082 Len=0"
"2061","38.430033","127.0.0.1","127.0.0.1","Modbus/TCP","93","Response: Trans:   499; Unit:   1, Func:   3: Read Holding Registers"
"2062","38.430084","127.0.0.1","127.0.0.1","TCP","44","1615  >  502 [ACK] Seq=457 Ack=1863 Win=10143 Len=0"
"2063","38.445699","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 48536; Unit:   1, Func:   6: Write Single Register"
"2064","38.445749","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5701 Ack=5701 Win=10082 Len=0"
"2065","38.445915","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 64758; Unit:   1, Func:   6: Write Single Register"
"2066","38.445935","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5701 Ack=5713 Win=10082 Len=0"
"2067","38.476908","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 64758; Unit:   1, Func:   6: Write Single Register"
"2068","38.476957","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5713 Ack=5713 Win=10082 Len=0"
"2069","38.981828","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 63203; Unit:   1, Func:   6: Write Single Register"
"2070","38.981866","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5713 Ack=5725 Win=10082 Len=0"
"2071","38.996896","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 63203; Unit:   1, Func:   6: Write Single Register"
"2072","38.996934","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5725 Ack=5725 Win=10082 Len=0"
"2073","38.997070","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 64887; Unit:   1, Func:   6: Write Single Register"
"2074","38.997093","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5725 Ack=5737 Win=10082 Len=0"
"2075","39.028199","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 64887; Unit:   1, Func:   6: Write Single Register"
"2076","39.028253","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5737 Ack=5737 Win=10082 Len=0"
"2077","39.028432","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans:  6503; Unit:   1, Func:   6: Write Single Register"
"2078","39.028451","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5737 Ack=5749 Win=10082 Len=0"
"2079","39.059405","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans:  6503; Unit:   1, Func:   6: Write Single Register"
"2080","39.059453","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5749 Ack=5749 Win=10082 Len=0"
"2081","39.059733","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 49232; Unit:   1, Func:   6: Write Single Register"
"2082","39.059801","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5749 Ack=5761 Win=10082 Len=0"
"2083","39.090742","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 49232; Unit:   1, Func:   6: Write Single Register"
"2084","39.090796","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5761 Ack=5761 Win=10082 Len=0"
"2085","39.090922","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 27079; Unit:   1, Func:   6: Write Single Register"
"2086","39.090951","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5761 Ack=5773 Win=10082 Len=0"
"2087","39.121897","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 27079; Unit:   1, Func:   6: Write Single Register"
"2088","39.121925","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5773 Ack=5773 Win=10082 Len=0"
"2089","39.122044","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 32707; Unit:   1, Func:   6: Write Single Register"
"2090","39.122067","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5773 Ack=5785 Win=10082 Len=0"
"2091","39.153106","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 32707; Unit:   1, Func:   6: Write Single Register"
"2092","39.153160","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5785 Ack=5785 Win=10082 Len=0"
"2093","39.153223","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans:  8395; Unit:   1, Func:   6: Write Single Register"
"2094","39.153242","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5785 Ack=5797 Win=10082 Len=0"
"2095","39.184363","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans:  8395; Unit:   1, Func:   6: Write Single Register"
"2096","39.184408","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5797 Ack=5797 Win=10082 Len=0"
"2097","39.184475","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 60403; Unit:   1, Func:   6: Write Single Register"
"2098","39.184496","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5797 Ack=5809 Win=10082 Len=0"
"2099","39.215596","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 60403; Unit:   1, Func:   6: Write Single Register"
"2100","39.215627","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5809 Ack=5809 Win=10082 Len=0"
"2101","39.434399","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans:   500; Unit:   1, Func:   3: Read Holding Registers"
"2102","39.434449","127.0.0.1","127.0.0.1","TCP","44","502  >  1615 [ACK] Seq=1863 Ack=469 Win=10210 Len=0"
"2103","39.450000","127.0.0.1","127.0.0.1","Modbus/TCP","93","Response: Trans:   500; Unit:   1, Func:   3: Read Holding Registers"
"2104","39.450035","127.0.0.1","127.0.0.1","TCP","44","1615  >  502 [ACK] Seq=469 Ack=1912 Win=10143 Len=0"
"2105","39.716222","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 33419; Unit:   1, Func:   6: Write Single Register"
"2106","39.716260","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5809 Ack=5821 Win=10082 Len=0"
"2107","39.731249","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 33419; Unit:   1, Func:   6: Write Single Register"
"2108","39.731284","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5821 Ack=5821 Win=10082 Len=0"
"2109","39.731493","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 59577; Unit:   1, Func:   6: Write Single Register"
"2110","39.731530","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5821 Ack=5833 Win=10082 Len=0"
"2111","39.762534","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 59577; Unit:   1, Func:   6: Write Single Register"
"2112","39.762581","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5833 Ack=5833 Win=10082 Len=0"
"2113","39.762747","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans:   950; Unit:   1, Func:   6: Write Single Register"
"2114","39.762783","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5833 Ack=5845 Win=10082 Len=0"
"2115","39.793771","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans:   950; Unit:   1, Func:   6: Write Single Register"
"2116","39.793813","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5845 Ack=5845 Win=10082 Len=0"
"2117","39.794021","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans:  7410; Unit:   1, Func:   6: Write Single Register"
"2118","39.794053","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5845 Ack=5857 Win=10082 Len=0"
"2119","39.824986","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans:  7410; Unit:   1, Func:   6: Write Single Register"
"2120","39.825030","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5857 Ack=5857 Win=10082 Len=0"
"2121","39.825097","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 26879; Unit:   1, Func:   6: Write Single Register"
"2122","39.825118","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5857 Ack=5869 Win=10082 Len=0"
"2123","39.856215","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 26879; Unit:   1, Func:   6: Write Single Register"
"2124","39.856247","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5869 Ack=5869 Win=10082 Len=0"
"2125","39.856325","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 28308; Unit:   1, Func:   6: Write Single Register"
"2126","39.856343","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5869 Ack=5881 Win=10082 Len=0"
"2127","39.887485","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 28308; Unit:   1, Func:   6: Write Single Register"
"2128","39.887526","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5881 Ack=5881 Win=10082 Len=0"
"2129","39.887622","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 22802; Unit:   1, Func:   6: Write Single Register"
"2130","39.887648","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5881 Ack=5893 Win=10082 Len=0"
"2131","39.918860","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 22802; Unit:   1, Func:   6: Write Single Register"
"2132","39.918912","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5893 Ack=5893 Win=10082 Len=0"
"2133","39.919029","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 26540; Unit:   1, Func:   6: Write Single Register"
"2134","39.919058","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5893 Ack=5905 Win=10082 Len=0"
"2135","39.950088","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 26540; Unit:   1, Func:   6: Write Single Register"
"2136","39.950145","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5905 Ack=5905 Win=10081 Len=0"
"2137","40.465670","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans:   501; Unit:   1, Func:   3: Read Holding Registers"
"2138","40.465718","127.0.0.1","127.0.0.1","TCP","44","502  >  1615 [ACK] Seq=1912 Ack=481 Win=10210 Len=0"
"2139","40.466360","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans:  5922; Unit:   1, Func:   6: Write Single Register"
"2140","40.466402","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5905 Ack=5917 Win=10081 Len=0"
"2141","40.481347","127.0.0.1","127.0.0.1","Modbus/TCP","93","Response: Trans:   501; Unit:   1, Func:   3: Read Holding Registers"
"2142","40.481393","127.0.0.1","127.0.0.1","TCP","44","1615  >  502 [ACK] Seq=481 Ack=1961 Win=10143 Len=0"
"2143","40.496972","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans:  5922; Unit:   1, Func:   6: Write Single Register"
"2144","40.497021","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5917 Ack=5917 Win=10081 Len=0"
"2145","40.497197","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 30561; Unit:   1, Func:   6: Write Single Register"
"2146","40.497230","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5917 Ack=5929 Win=10081 Len=0"
"2147","40.528180","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 30561; Unit:   1, Func:   6: Write Single Register"
"2148","40.528228","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5929 Ack=5929 Win=10081 Len=0"
"2149","40.528498","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 37080; Unit:   1, Func:   6: Write Single Register"
"2150","40.528521","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5929 Ack=5941 Win=10081 Len=0"
"2151","40.559426","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 37080; Unit:   1, Func:   6: Write Single Register"
"2152","40.559467","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5941 Ack=5941 Win=10081 Len=0"
"2153","40.559658","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 26582; Unit:   1, Func:   6: Write Single Register"
"2154","40.559691","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5941 Ack=5953 Win=10081 Len=0"
"2155","40.590607","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 26582; Unit:   1, Func:   6: Write Single Register"
"2156","40.590651","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5953 Ack=5953 Win=10081 Len=0"
"2157","40.590738","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 45342; Unit:   1, Func:   6: Write Single Register"
"2158","40.590760","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5953 Ack=5965 Win=10081 Len=0"
"2159","40.621834","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 45342; Unit:   1, Func:   6: Write Single Register"
"2160","40.621865","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5965 Ack=5965 Win=10081 Len=0"
"2161","40.621934","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 21826; Unit:   1, Func:   6: Write Single Register"
"2162","40.621953","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5965 Ack=5977 Win=10081 Len=0"
"2163","40.653093","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 21826; Unit:   1, Func:   6: Write Single Register"
"2164","40.653124","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5977 Ack=5977 Win=10081 Len=0"
"2165","40.653210","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 43469; Unit:   1, Func:   6: Write Single Register"
"2166","40.653232","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5977 Ack=5989 Win=10081 Len=0"
"2167","40.684394","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 43469; Unit:   1, Func:   6: Write Single Register"
"2168","40.684417","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=5989 Ack=5989 Win=10081 Len=0"
"2169","40.684573","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 30994; Unit:   1, Func:   6: Write Single Register"
"2170","40.684598","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=5989 Ack=6001 Win=10081 Len=0"
"2171","40.715599","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 30994; Unit:   1, Func:   6: Write Single Register"
"2172","40.715629","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=6001 Ack=6001 Win=10081 Len=0"
"2173","40.715749","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 31569; Unit:   1, Func:   6: Write Single Register"
"2174","40.715778","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=6001 Ack=6013 Win=10081 Len=0"
"2175","40.746860","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 31569; Unit:   1, Func:   6: Write Single Register"
"2176","40.746907","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=6013 Ack=6013 Win=10081 Len=0"
"2177","40.747047","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 44013; Unit:   1, Func:   6: Write Single Register"
"2178","40.747064","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=6013 Ack=6025 Win=10081 Len=0"
"2179","40.778080","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 44013; Unit:   1, Func:   6: Write Single Register"
"2180","40.778107","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=6025 Ack=6025 Win=10081 Len=0"
"2181","40.778254","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 17367; Unit:   1, Func:   6: Write Single Register"
"2182","40.778280","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=6025 Ack=6037 Win=10081 Len=0"
"2183","40.809335","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 17367; Unit:   1, Func:   6: Write Single Register"
"2184","40.809367","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=6037 Ack=6037 Win=10081 Len=0"
"2185","40.809456","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 11646; Unit:   1, Func:   6: Write Single Register"
"2186","40.809477","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=6037 Ack=6049 Win=10081 Len=0"
"2187","40.840668","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 11646; Unit:   1, Func:   6: Write Single Register"
"2188","40.840725","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=6049 Ack=6049 Win=10081 Len=0"
"2189","40.840863","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans:   186; Unit:   1, Func:   6: Write Single Register"
"2190","40.840891","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=6049 Ack=6061 Win=10081 Len=0"
"2191","40.871950","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans:   186; Unit:   1, Func:   6: Write Single Register"
"2192","40.871994","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=6061 Ack=6061 Win=10081 Len=0"
"2193","40.872162","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 54518; Unit:   1, Func:   6: Write Single Register"
"2194","40.872179","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=6061 Ack=6073 Win=10081 Len=0"
"2195","40.903100","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 54518; Unit:   1, Func:   6: Write Single Register"
"2196","40.903152","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=6073 Ack=6073 Win=10081 Len=0"
"2197","40.903227","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 62929; Unit:   1, Func:   6: Write Single Register"
"2198","40.903249","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=6073 Ack=6085 Win=10081 Len=0"
"2199","40.934340","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 62929; Unit:   1, Func:   6: Write Single Register"
"2200","40.934370","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=6085 Ack=6085 Win=10081 Len=0"
"2201","41.435721","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 11890; Unit:   1, Func:   6: Write Single Register"
"2202","41.435767","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=6085 Ack=6097 Win=10081 Len=0"
"2203","41.450744","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 11890; Unit:   1, Func:   6: Write Single Register"
"2204","41.450769","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=6097 Ack=6097 Win=10081 Len=0"
"2205","41.450873","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 51701; Unit:   1, Func:   6: Write Single Register"
"2206","41.450890","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=6097 Ack=6109 Win=10081 Len=0"
"2207","41.482052","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 51701; Unit:   1, Func:   6: Write Single Register"
"2208","41.482102","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=6109 Ack=6109 Win=10081 Len=0"
"2209","41.482266","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans:  3808; Unit:   1, Func:   6: Write Single Register"
"2210","41.482288","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=6109 Ack=6121 Win=10081 Len=0"
"2211","41.497719","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans:   502; Unit:   1, Func:   3: Read Holding Registers"
"2212","41.497775","127.0.0.1","127.0.0.1","TCP","44","502  >  1615 [ACK] Seq=1961 Ack=493 Win=10210 Len=0"
"2213","41.513435","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans:  3808; Unit:   1, Func:   6: Write Single Register"
"2214","41.513537","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=6121 Ack=6121 Win=10081 Len=0"
"2215","41.513756","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 33944; Unit:   1, Func:   6: Write Single Register"
"2216","41.513789","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=6121 Ack=6133 Win=10081 Len=0"
"2217","41.528892","127.0.0.1","127.0.0.1","Modbus/TCP","93","Response: Trans:   502; Unit:   1, Func:   3: Read Holding Registers"
"2218","41.528944","127.0.0.1","127.0.0.1","TCP","44","1615  >  502 [ACK] Seq=493 Ack=2010 Win=10142 Len=0"
"2219","41.544535","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 33944; Unit:   1, Func:   6: Write Single Register"
"2220","41.544589","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=6133 Ack=6133 Win=10081 Len=0"
"2221","41.544774","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans:   377; Unit:   1, Func:   6: Write Single Register"
"2222","41.544810","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=6133 Ack=6145 Win=10081 Len=0"
"2223","41.575777","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans:   377; Unit:   1, Func:   6: Write Single Register"
"2224","41.575828","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=6145 Ack=6145 Win=10081 Len=0"
"2225","41.576019","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 19032; Unit:   1, Func:   6: Write Single Register"
"2226","41.576055","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=6145 Ack=6157 Win=10081 Len=0"
"2227","41.607068","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 19032; Unit:   1, Func:   6: Write Single Register"
"2228","41.607129","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=6157 Ack=6157 Win=10080 Len=0"
"2229","41.607337","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 22259; Unit:   1, Func:   6: Write Single Register"
"2230","41.607378","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=6157 Ack=6169 Win=10080 Len=0"
"2231","41.638283","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 22259; Unit:   1, Func:   6: Write Single Register"
"2232","41.638337","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=6169 Ack=6169 Win=10080 Len=0"
"2233","41.638511","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 64812; Unit:   1, Func:   6: Write Single Register"
"2234","41.638545","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=6169 Ack=6181 Win=10080 Len=0"
"2235","41.669543","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 64812; Unit:   1, Func:   6: Write Single Register"
"2236","41.669596","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=6181 Ack=6181 Win=10080 Len=0"
"2237","42.185705","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 11260; Unit:   1, Func:   6: Write Single Register"
"2238","42.185757","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=6181 Ack=6193 Win=10080 Len=0"
"2239","42.200802","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 11260; Unit:   1, Func:   6: Write Single Register"
"2240","42.200846","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=6193 Ack=6193 Win=10080 Len=0"
"2241","42.201011","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 44364; Unit:   1, Func:   6: Write Single Register"
"2242","42.201032","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=6193 Ack=6205 Win=10080 Len=0"
"2243","42.232278","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 44364; Unit:   1, Func:   6: Write Single Register"
"2244","42.232383","127.0.0.1","127.0.0.1","TCP","44","1621  >  502 [ACK] Seq=6205 Ack=6205 Win=10080 Len=0"
"2245","42.232703","127.0.0.1","127.0.0.1","Modbus/TCP","56","   Query: Trans: 49375; Unit:   1, Func:   6: Write Single Register"
"2246","42.232725","127.0.0.1","127.0.0.1","TCP","44","502  >  1621 [ACK] Seq=6205 Ack=6217 Win=10080 Len=0"
"2247","42.263261","127.0.0.1","127.0.0.1","Modbus/TCP","56","Response: Trans: 49375; Unit:   1, Func:   6: Write Single Register"
